speaker,addressed,lineorder,combinedline,numberofrows,wordcount,mode,yarn_id
BOSS NASS,JAR JAR,151,Binks... yousa havena liveplay with thisen hisen?,3,7,
JAR JAR,BOSS NASS,152,MM HMM,1,2,
BOSS NASS,BOSS NASS,153,Begone wit him!,1,3,
JAR JAR,BOSS NASS,154,Count me outta dis one. Better dead here than dead in da core.,3,13,
JAR JAR,JAR JAR,155,Yee gods! What mesa sayin?,2,5,
JAR JAR,"OBI-WAN, QUI-GON",156,Dis is nutsen.,1,3,
JAR JAR,JAR JAR,157,"Oh, gooberfish!",1,2,
OBI-WAN,JAR JAR,158,"Why were you banished, Jar Jar?",1,6,
JAR JAR,"OBI-WAN, QUI-GON",159,It's a longo tale-o... buta a small part of it would be mesa... clumsy.,3,14,
OBI-WAN,JAR JAR,160,You were banished for being clumsy?,1,6,
JAR JAR,"OBI-WAN, QUI-GON",161,"Yousa might'n be sayin dat. Mesa caused mabee one two-y lettle bitty axadentes, huh? Yud-say boom da gasser... den crashin der boss's heyblibber, den banished.",6,25,
JAR JAR,"JAR JAR, OBI-WAN, QUI-GON",162,Uh oh! Big gooberfish! Huge-o teeth!,2,6,
QUI-GON,"JAR JAR, OBI-WAN",163,There's always a bigger fish.,1,5,
JAR JAR,OBI-WAN,164,Mesa tink we goen back now.,1,6,
NUTE,PALPATINE,165,"The invasion is on schedule, my lord.",2,7,
PALPATINE,NUTE,166,I have the senate bogged down in procedures. They will have no choice but to accept your control of the system.,4,21,
NUTE,PALPATINE,167,The queen has great faith that the senate will side with her.,2,12,
PALPATINE,NUTE,168,Queen Amidala is young and naive. You will find controlling her will not be difficult.,3,15,
NUTE,PALPATINE,169,"Yes, my lord.",1,3,
RUNE,NUTE,170,You didn't tell him about the missing Jedi.,2,8,
NUTE,RUNE,171,No need to report that to him until we have something to report.,2,13,
JAR JAR,"OBI-WAN, QUI-GON",172,Where wesa goin?,1,3,
QUI-GON,JAR JAR,173,Don't worry. The Force will guide us.,1,7,
JAR JAR,QUI-GON,174,"Oh, maxi big, da Force. Well, dat smells stinkowiff.",2,9,
OBI-WAN,QUI-GON,175,We're losing power.,1,3,
JAR JAR,JAR JAR,176,"Oh, no!",1,2,
JAR JAR,"QUI-GON, OBI-WAN",177,Wesa dyin' here.,1,3,
QUI-GON,JAR JAR,178,Just relax. We're not in trouble yet.,1,7,
JAR JAR,QUI-GON,179,"What ""yet""? Monsters out dare. Leak'n in here. All sink'n and no power? Whena yousa tinkin wesa in trouble?",5,19,
OBI-WAN,QUI-GON,180,Power's back.,1,2,
JAR JAR,"QUI-GON, OBI-WAN",181,Monster's back!,1,2,
QUI-GON,JAR JAR,182,Relax.,1,1,
OBI-WAN,QUI-GON,183,You overdid it.,1,3,
JAR JAR,JAR JAR,184,Horrible.,1,1,
QUI-GON,OBI-WAN,185,Head for that outcropping.,1,4,
JAR JAR,JAR JAR,186,"Oh, boy.",1,2,
OOM-9,NUTE,187,"Viceroy, we have captured the queen.",1,6,
NUTE,RUNE,188,"Ah, victory.",1,2,
JAR JAR,"OBI-WAN, QUI-GON",189,Dis'n loverly.,1,2,
BIBBLE,NUTE,190,How will you explain this invasion to the senate?,2,9,
NUTE,BIBBLE,191,The queen and I will sign a treaty that will legitimize our occupation here. I have assurances it will be ratifed by the senate.,4,24,
SABE,NUTE,192,I will not cooperate.,1,4,
NUTE,SABE,193,"Now, now, Your Highness. In time, your people's suffering will persuade you to see our point of view.",3,18,
NUTE,BATTLE DROID COMMANDER,194,Commander.,1,1,
BATTLE DROID COMMANDER,NUTE,195,"Yes, sir.",1,2,
NUTE,NUTE,196,Process them.,1,2,
BATTLE DROID COMMANDER,NUTE,197,"Captain, take them to Camp 4.",1,6,
BATTLE DROID CAPTAIN,NUTE,198,"Roger, roger.",1,2,
JAR JAR,JAR JAR,199,Whoops,1,1,
QUI-GON,SABE,200,"We should leave the street, Your Highness.",2,7,
CAPT. PANAKA,SABE,201,Get their weapons.,1,3,
JAR JAR,SABE,202,Yousa guys bombad!,1,3,
QUI-GON,"BIBBLE, SABE, CAPT. PANAKA",203,We're ambassadors for the supreme chancellor.,2,6,
BIBBLE,QUI-GON,204,"Your negotiations seemed to have failed, Ambassador.",2,7,
QUI-GON,"BIBBLE, CAPT. PANAKA, SABE",205,The negotiations never took place. It's urgent that we make contact with the Republic.,4,14,
CAPT. PANAKA,QUI-GON,206,They've knocked out all our communications.,2,6,
QUI-GON,CAPT. PANAKA,207,Do you have transports?,1,4,
CAPT. PANAKA,QUI-GON,208,In the main hangar. This way. There are too many of them.,2,12,
QUI-GON,SABE,209,"That won't be a problem. Your Highness, under the circumstances, I suggest you come to Coruscant with us.",3,18,
SABE,QUI-GON,210,"Thank you, Ambassador, but my place is with my people.",2,10,
QUI-GON,SABE,211,They will kill you if you stay.,1,7,
BIBBLE,QUI-GON,212,They wouldn't dare.,1,3,
CAPT. PANAKA,QUI-GON,213,They need her to sign a treaty to make this invasion legal. They can't afford to kill her.,3,18,
QUI-GON,SABE,214,"There is something else behind all this, Your Highness. There's no logic in the Federation's move here. My feelings tell me they will destroy you.",6,25,
BIBBLE,SABE,215,Our only hope is for the senate to side with us. Senator Palpatine will need your help.,4,17,
SABE,"BIBBLE, PADME, CAPT. PANAKA, QUI-GON",216,Either choice presents great danger... to us all.,2,8,
PADME,SABE,217,"We are brave, Your Highness.",1,5,
QUI-GON,SABE,218,"If you are to leave, Your Highness, it must be now.",2,11,
SABE,QUI-GON,219,Then I will plead our case to the senate.,2,9,
SABE,BIBBLE,220,"Be careful, Governor.",1,3,
CAPT. PANAKA,"OBI-WAN, QUI-GON",221,We'll need to free those pilots.,1,6,
OBI-WAN,CAPT. PANAKA,222,I'll deal with that.,1,4,
BATTLE DROID,QUI-GON,223,Halt.,1,1,
QUI-GON,BATTLE DROID,224,I'm ambassador to the supreme chancellor. I'm taking these people to Coruscant.,3,12,
BATTLE DROID,QUI-GON,225,Where are you taking them?,1,5,
QUI-GON,BATTLE DROID,226,To Coruscant.,1,2,
BATTLE DROID,QUI-GON,227,"Coruscant? Uh, that doesn't compute. Uh, wait. Uh, you're under arrest.",4,11,
QUI-GON,NA,228,Come on. Move!,1,3,
OBI-WAN,NA,229,Go!,1,1,
OBI-WAN,JAR JAR,230,"Now, stay here and keep out of trouble.",2,8,
JAR JAR,R2D2,231,"Hello, boyos.",1,2,
RIC OLIE,"OBI-WAN, QUI-GON",232,There's the blockade. The shield generator's been hit!,2,8,
JAR JAR,R2D2,233,How wude!,1,2,
OBI-WAN,"RIC OLIE, CAPT. PANAKA, QUI-GON",234,We're losing droids fast.,1,4,
CAPT. PANAKA,"RIC OLIE, QUI-GON, OBI-WAN",235,"If we can't get the shield generator fxed, we'll be sitting ducks.",2,12,
RIC OLIE,"CAPT. PANAKA, OBI-WAN, QUI-GON",236,The shields are gone.,1,4,
RIC OLIE,"CAPT. PANAKA, OBI-WAN, QUI-GON",237,The power's back!,1,3,
RIC OLIE,"CAPT. PANAKA, OBI-WAN, QUI-GON",238,That little droid did it. He bypassed the main power drive. Deflector shields up at maximum.,3,16,
RIC OLIE,"CAPT. PANAKA, OBI-WAN, QUI-GON",239,There's not enough power to get us to Coruscant. The hyperdrive is leaking.,2,13,
QUI-GON,RIC OLIE,240,We'll have to land somewhere to refuel and repair the ship.,2,11,
OBI-WAN,QUI-GON,241,"Here, Master. Tatooine. It's small, out of the way, poor. The Trade Federation have no presence there.",5,17,
CAPT. PANAKA,"QUI-GON, OBI-WAN",242,How can you be sure?,1,5,
QUI-GON,CAPT. PANAKA,243,It's controlled by the Hutts.,1,5,
CAPT. PANAKA,"QUI-GON, OBI-WAN",244,You can't take Her Royal Highness there. The Hutts are gangsters. If they discovered her...,3,15,
QUI-GON,CAPT. PANAKA,245,It'd be no different than if we landed on a system controlled by the Federation... except that the Hutts aren't looking for her... which gives us the advantage.,6,28,
PALPATINE,NUTE,246,"And Queen Amidala, has she signed the treaty?",2,8,
NUTE,PALPATINE,247,"She has disappeared, my lord. One Naboo cruiser got past the blockade.",3,12,
PALPATINE,NUTE,248,I want that treaty signed.,1,5,
NUTE,PALPATINE,249,My lord... it's impossible to locate the ship. It's out of our range.,3,13,
PALPATINE,NUTE,250,Not for a Sith. This is my apprentice... Darth Maul. He will find your lost ship.,4,16,
NUTE,RUNE,251,This is getting out of hand. Now there are two of them.,2,12,
RUNE,NUTE,252,We should not have made this bargain.,2,7,
CAPT. PANAKA,SABE,253,"An extremely well-put-together little droid, Your Highness. Without a doubt, it saved the ship, as well as our lives.",4,19,
SABE,CAPT. PANAKA,254,It is to be commended. What is its number?,2,9,
CAPT. PANAKA,SABE,255,"R2D2, Your Highness.",1,3,
SABE,R2D2,256,"Thank you,R2D2.",1,2,
SABE,PADME,257,Padme. Clean this droid up as best you can. It deserves our gratitude.,4,13,
SABE,CAPT. PANAKA,258,"Continue, Captain.",1,2,
QUI-GON,SABE,259,"Your Highness, with your permission... we're heading for a remote planet called Tatooine. It's in a system far beyond the reach of the Trade Federation.",6,25,
CAPT. PANAKA,SABE,260,I do not agree with the Jedi on this.,2,9,
QUI-GON,SABE,261,"You must trust my judgment, Your Highness.",2,7,
JAR JAR,PADME,262,Hello. Sorry. Husa are yousa?,2,5,
PADME,JAR JAR,263,I'm Padme,1,2,
JAR JAR,PADME,264,Mesa Jar Jar Binks.,1,4,
PADME,JAR JAR,265,"You're a Gungan, aren't you? How'd you end up here with us?",2,12,
JAR JAR,PADME,266,"My no know. Mesa day starten pitty okeyday witda brisky morning munchen. Den boom! Getten berry scared... and grabben dat Jedi, and pow... mesa here.",7,25,
JAR JAR,PADME,267,"Mesa getten berry, berry scared.",2,5,
RIC OLIE,"QUI-GON, OBI-WAN",268,That's it... Tatooine.,1,3,
OBI-WAN,"QUI-GON, RIC OLIE",269,There's a settlement.,1,3,
QUI-GON,RIC OLIE,270,Land near the outskirts. We don't want to attract attention.,2,10,
OBI-WAN,QUI-GON,271,"The hyperdrive generator's gone, Master. We'll need a new one.",2,10,
QUI-GON,OBI-WAN,272,That'll complicate things. Be wary. I sense a disturbance in the Force.,3,12,
OBI-WAN,QUI-GON,273,"I feel it also, Master.",1,5,
QUI-GON,OBI-WAN,274,Don't let them send any transmissions.,2,6,
JAR JAR,"QUI-GON, OBI-WAN, R2D2",275,The sun doen murder to mesa skin.,1,7,
CAPT. PANAKA,"QUI-GON, OBI-WAN, R2D2, JAR JAR",276,Wait!,1,1,
CAPT. PANAKA,"QUI-GON, OBI-WAN, R2D2, JAR JAR",277,Wait.,1,1,
CAPT. PANAKA,QUI-GON,278,Her Highness commands you to take her handmaiden with you.,2,10,
QUI-GON,CAPT. PANAKA,279,"No more commands from Her Highness today, Captain. The spaceport is not going to be pleasant.",4,16,
CAPT. PANAKA,QUI-GON,280,The queen wishes it. She's curious about the planet.,2,9,
QUI-GON,CAPT. PANAKA,281,This is not a good idea.,1,6,
QUI-GON,PADME,282,Stay close to me.,1,4,
QUI-GON,"PADME, JAR JAR",283,"Moisture farms, for the most part. Some indigenous tribes and scavengers. The few spaceports like this one... are havens for those that don't wish to be found.",7,27,
PADME,QUI-GON,284,Like us.,1,2,
JAR JAR,"QUI-GON, PADME",285,"Dissen berry, berry bad.",1,4,
JAR JAR,JAR JAR,286,"Icky, icky goo!",1,3,
QUI-GON,PADME,287,We'll try one of the smaller dealers.,1,7,
WATTO,QUI-GON,288,Good day to you. What do you want?,2,8,
QUI-GON,WATTO,289,I need parts for a J-type 327 Nubian.,1,8,
WATTO,QUI-GON,290,"Ah, yes! Nubian. We have lots of that.",2,8,
WATTO,ANAKIN,291,"Boy, get in here now!",1,5,
QUI-GON,WATTO,292,My droid has a readout of what I need.,1,9,
WATTO,ANAKIN,293,What took you so long?,1,5,
ANAKIN,WATTO,294,I was cleaning the fan switches.,1,6,
WATTO,ANAKIN,295,Watch the store. I've got some selling to do.,2,9,
WATTO,QUI-GON,296,"So, let me take thee out back, huh? We'll find what you need.",2,13,
QUI-GON,JAR JAR,297,Don't touch anything.,1,3,
ANAKIN,PADME,298,Are you an angel?,1,4,
PADME,ANAKIN,299,What?,1,1,
ANAKIN,PADME,300,"An angel. I heard the deep space pilots talk about them. They're the most beautiful creatures in the universe. They live on the moons of lego,",5,26,
ANAKIN,PADME,301,I think.,1,2,
PADME,ANAKIN,302,You're a funny little boy. How do you know so much?,2,11,
ANAKIN,PADME,303,"I listen to all the traders and star pilots who come through here. I'm a pilot, you know, and someday I'm gonna fly away from this place.",4,27,
PADME,ANAKIN,304,You're a pilot?,1,3,
ANAKIN,PADME,305,Mm-hmm. All my life.,1,4,
PADME,ANAKIN,306,How long have you been here?,1,6,
ANAKIN,PADME,307,"Since I was very little. Three, I think. My mom and I were sold to Gardulla the Hutt... but she lost us betting on the podraces.",6,26,
PADME,ANAKIN,308,You're a slave?,1,3,
ANAKIN,PADME,309,"I'm a person, and my name is Anakin.",1,8,
PADME,ANAKIN,310,I'm sorry. I don't fully understand. This is a strange place to me.,3,13,
JAR JAR,NA,311,Where- Wheres yousa goin?,1,4,
JAR JAR,NA,312,I got ya.,1,3,
ANAKIN,JAR JAR,313,Hey! Hit the nose.,2,4,
WATTO,QUI-GON,314,"A T-14 hyperdrive generator. Thee in luck. I'm the only one hereabouts who has one. But thee might as well buy a new ship. It would be cheaper, I think, huh. Saying of which... how's thee gonna pay for all this, huh?",9,42,
QUI-GON,WATTO,315,"I have 20,000 Republic dataries.",1,5,
WATTO,QUI-GON,316,"Republic credits? Republic credits are no good out here. I need something more real. I don't have anything else, but credits will do fine. No, they won't.",6,27,
QUI-GON,WATTO,317,Credits will do fine.,1,4,
WATTO,QUI-GON,318,"No, they won't! What, you think you're some kind of Jedi, waving your hand around like that? I'm a Toydarian. Mind tricks don't work on me. Only money. No money, no parts, no deal.",6,34,
WATTO,QUI-GON,319,"And no one else has a T-14 hyperdrive, I promise you that.",2,12,
ANAKIN,PADME,320,Wouldn't have lasted long anyways if I wasn't so good at building things.,2,13,
QUI-GON,PADME,321,We're leaving.,1,2,
QUI-GON,JAR JAR,322,Jar Jar.,1,2,
PADME,ANAKIN,323,"I'm glad to have met you, Anakin.",1,7,
ANAKIN,PADME,324,I was glad to meet you too.,1,7,
JAR JAR,,325,Wha-wha? Oh.,1,2,
WATTO,ANAKIN,326,Outlanders. They think we know nothing.,2,6,
ANAKIN,WATTO,327,They seemed nice to me.,1,5,
WATTO,ANAKIN,328,Clean the racks. Then you can go home.,2,8,
ANAKIN,WATTO,329,Yippee!,1,1,
QUI-GON,OBI-WAN,330,And you're sure there's nothing left on board?,2,8,
OBI-WAN,QUI-GON,331,"A few containers of supplies. The queen's wardrobe, maybe, but not enough for you to barter with... not in the amount you're talking about.",5,24,
QUI-GON,OBI-WAN,332,All right. I'm sure another solution will present itself. I'll check back later.,3,13,
JAR JAR,QUI-GON,333,"Noah gain. Noah gain. Da beings hereabouts, cawazy! Wesa be wobbed un crunched.",3,13,
QUI-GON,JAR JAR,334,Not likely. We have nothing of value. That's our problem.,2,10,
JAR JAR,GRAGRA,335,"Hmm? Ah, mooie mooie",1,4,
GRAGRA,JAR JAR,336,Are you going to pay for that? It costs seven wupiupi.,1,11,
JAR JAR,JAR JAR,337,Woopie woopie! Oops.,2,3,
SEBULBA,JAR JAR,338,Is this yours?,1,3,
JAR JAR,SEBULBA,339,"Who, mesa...",1,2,
ANAKIN,SEBULBA,340,"Careful, Sebulba. He's a big-time outlander. I'd hate to see you diced before we race again.",4,16,
SEBULBA,ANAKIN,341,"Next time we race, boy, it will be the end of you. If you weren't a slave, I'd squash you now.",4,21,
