speaker,addressed,lineorder,combinedline,numberofrows,wordcount,mode
RIEEKAN,NA,144,We'd better start the evacuation.,1,5,
PIETT,OZZEL,145,Admiral.,1,1,
OZZEL,PIETT,146,"Yes, Captain",1,2,
PIETT,OZZEL,147,"I think we've got something, sir. The report is only a fragment from a probe droid in the Hoth system, but it's the best lead we've had.",4,27,
OZZEL,PIETT,148,"We have thousands of probe droids searching the galaxy. I want proof, not leads!",3,14,
PIETT,OZZEL,149,The visuals indicate life readings.,1,5,
OZZEL,PIETT,150,It could mean anything. If we followed up every lead...,2,10,
PIETT,OZZEL,151,"But, sir, the Hoth system is supposed to be devoid of human forms.",2,13,
VADER,PIETT,152,You found something?,1,3,
PIETT,VADER,153,"Yes, my lord.",1,3,
VADER,"PIETT, OZZEL",154,That's it. The Rebels are there.,1,6,
OZZEL,VADER,155,"My lord, there are so many uncharted settlements. It could be smugglers, it could be...",3,15,
VADER,OZZEL,156,That is the system. And I'm sure Skywalker is with them. Set your course for the Hoth system.,3,18,
VADER,VEERS,157,"General Veers, prepare you men.",1,5,
VEERS,OZZEL,158,Admiral.,1,1,
REBEL CAPTAIN,NA,159,"Groups seven and ten will stay behind to fly the speeders. As soon as each transport is loaded, evacuation control will give clearance for immediate departure.",5,26,
REBEL FIGHTER,NA,160,"Right, sir.",1,2,
HAN,CHEWIE,161,"All right, that's it. Try it...",1,6,
HAN,CHEWIE,162,Turn it off! Turn it off! Turn it off!,1,9,
MEDICAL DROID,LUKE,163,"Sir, it will take quite a while to evacuate the T-forty-sevens.",2,11,
LUKE,MEDICAL DROID,164,"Well, forget the heavy equipment. There's plenty of time to get the smaller modules on the transports.",3,17,
MEDICAL DROID,LUKE,165,"Take care, sir.",1,3,
LUKE,MEDICAL DROID,166,Thanks.,1,1,
LUKE,CHEWIE,167,Chewie?,1,1,
LUKE,CHEWIE,168,"Take care of yourself, okay?",1,5,
HAN,LUKE,169,"Hi, kid.",1,2,
HAN,NA,170,There's got to be a reason for it. Check it at the other end.,2,14,
HAN,LUKE,171,Wait a second. You all right?,2,6,
LUKE,HAN,172,Yeah.,1,1,
HAN,LUKE,173,Be careful.,1,2,
LUKE,HAN,174,"You, too.",1,2,
CONTROLLER,RIEEKAN,175,"General, there's a fleet of Star Destroyers coming out of hyperspace in sector four.",3,14,
RIEEKAN,CONTROLLER,176,Reroute all power to the energy shield. We've got to hold them till all transports are away. Prepare for ground assault.,4,21,
VADER,VEERS,177,"What is it, General?",1,4,
VEERS,VADER,178,"My lord, the fleet has moves out of light-speed. Com-Scan has detected an energy field protecting an area of the sixth planet of the Hoth system. The field is strong enough to deflect any bombardment.",7,35,
VADER,VEERS,179,The Rebels are alerted to our presence. Admiral Ozzel came out of light-speed too close to the system.,4,18,
VEERS,VADER,180,He felt surprise was wiser...,1,5,
VADER,VEERS,181,"He is as clumsy as he is stupid. General, prepare your troops for a surface attack.",3,16,
VEERS,VADER,182,"Yes, my lord.",1,3,
OZZEL,VADER,183,"Lord Vader, the fleet has moved out of light-speed, and we're preparing to...",3,13,
VADER,OZZEL,184,"You have failed me for the last time, Admiral.",1,9,
VADER,PIETT,185,Captain Piett.,1,2,
PIETT,VADER,186,"Yes, my lord.",1,3,
VADER,PIETT,187,"Make ready to land out troops beyond the energy shield and deploy the fleet so that nothing gets off that system. You are in command now, Admiral Piett.",5,28,
PIETT,VADER,188,"Thank you, Lord Vader.",1,4,
LEIA,NA,189,"All troop carriers will assemble at the north entrance. The heavy transport ships will leave as soon as they're loaded. Only two fighter escorts per ship. The energy shield can only be opened for a short time, so you'll have to stay very close to your transports.",8,47,
HOBBIE,LEIA,190,Two fighters against a Star Destroyer?,1,6,
LEIA,NA,191,"The ion cannon will fire several shots to make sure that any enemy ships will be out of your flight path. When you've gotten past the energy shield, proceed directly to the rendezvous point. Understood?",6,35,
PILOTS,NA,192,Right. Okay.,1,2,
LEIA,NA,193,Good luck.,1,2,
DERLIN,NA,194,Okay. Everyone to your stations. Let's go!,2,7,
RIEEKAN,NA,195,Their primary target will be the power generators. Prepare to open the shield.,3,13,
CONTROLLER,NA,196,"Sir, Rebel ships are coming into our sector.",2,8,
CAPTAIN,NA,197,Good. Our first catch of the day.,1,7,
WOMAN CONTROLLER,NA,198,"Stand by, ion control... Fire!",1,5,
ANNOUNCER,NA,199,The first transport is away. The first transport is away.,2,10,
DAK,LUKE,200,"Feeling all right, sir?",1,4,
LUKE,DAK,201,"Just like new, Dack. How about you?",2,7,
DAK,LUKE,202,Right now I feel like I could take on the whole Empire myself.,2,13,
LUKE,DAK,203,I know what you mean.,1,5,
TRENCH OFFICER,NA,204,Echo Station Three-T-Eight. We have spotted Imperial walkers!,2,8,
CONTROLLER,NA,205,Imperial walkers on the north ridge.,2,6,
LUKE,NA,206,"Echo station Five-Seven. We're on our way. All right, boys, keep tight now.",3,13,
DAK,LUKE,207,"Luke, I have no approach vector. I'm not set.",2,9,
LUKE,DAK,208,"Steady, Dak. Attack pattern delta. Go now!",2,7,
LUKE,NA,209,"All right, I'm coming in.",1,5,
LUKE,HOBBIE,210,"Hobbie, you still with me?",1,5,
LUKE,NA,211,"That armor's too strong for blasters. Rogue Group, use your harpoons and tow cables. Go for the legs. It might be our only chance of stopping them.",6,27,
LUKE,DAK,212,"All right, stand by, Dak.",1,5,
DAK,LUKE,213,"Luke, we've got a malfunction in fire control. I'll have to cut in the auxiliary.",3,15,
LUKE,DAK,214,"Just hang on. Hang on, Dak. Get ready to fire that tow cable. Dak? Dak!",3,15,
VEERS,VADER,215,"Yes, Lord Vader. I've reached the main power generator. The shield will be down in moments. You may start your landing.",4,21,
LUKE,WEDGE,216,Rogue Three.,1,2,
WEDGE,LUKE,217,"Copy, Rogue Leader",1,3,
LUKE,WEDGE,218,"Wedge, I've lost my gunner. You'll have to make this shot. I'll cover for you. Set your harpoon. Follow me on the next pass.",4,24,
WEDGE,LUKE,219,"Coming around, Rogue Leader.",1,4,
LUKE,ZEV,220,"Steady, Rogue Two",1,3,
WEDGE,JANSON,221,"Activate harpoon. Good shot, Janson. One more pass.",3,8,
JANSON,WEDGE,222,"Coming around, Wedge Cable out! Let her go!",2,8,
WEDGE,JANSON,223,Detach cable.,1,2,
JANSON,WEDGE,224,Cable detached.,1,2,
TRENCH OFFICER,NA,225,Come on!,1,2,
WEDGE,LUKE,226,Hah! That got him!,1,4,
LUKE,WEDGE,227,"I see it, Wedge. Good work.",1,6,
RIEEKAN,LEIA,228,I don't think we can protect two transports at a time.,2,11,
LEIA,RIEEKAN,229,"It's risky, but we can't hold out much longer. We have no choice.",2,13,
RIEEKAN,NA,230,Launch patrols.,1,2,
LEIA,NA,231,Evacuate remaining ground staff.,1,4,
HAN,CHEWIE,232,"No, no! No.",1,3,
HAN,CHEWIE,233,"This one goes there, that one goes there. Right?",1,9,
THREEPIO,R2D2,234,"Artoo, you take good care of Master Luke now, understand?",2,10,
THREEPIO,R2D2,235,And... do take good care of yourself.,1,7,
THREEPIO,THREEPIO,236,"Oh dear, oh dear.",1,4,
VEERS,NA,237,All troops will debark for ground assault. Prepare to target the main generator.,3,13,
LUKE,ZEV,238,"Rogue Two, are you all right?",1,6,
ZEV,LUKE,239,"Yeah. I'm with you, Rogue Leader.",1,6,
LUKE,ZEV,240,We'll set harpoon. I'll cover for you.,1,7,
ZEV,LUKE,241,Coming around.,1,2,
LUKE,NA,242,"Watch that cross fire, boys.",1,5,
ZEV,NA,243,Set for position three. Steady.,2,5,
LUKE,NA,244,Stay tight and low. This is it!,1,7,
LUKE,HOBBIE,245,"Hobbie, I've been hit!",1,4,
HAN,LEIA,246,You all right?,1,3,
LEIA,HAN,247,Why are you still here?,1,5,
HAN,LEIA,248,I heard the command center had been hit.,2,8,
LEIA,HAN,249,You got your clearance to leave.,1,6,
HAN,LEIA,250,Don't worry. I'll leave. First I'm going to get you to your ship.,2,13,
THREEPIO,LEIA,251,"Your Highness, we must take this last transport. It's our only hope.",2,12,
LEIA,NA,252,Send all troops in sector twelve to the south slope to protect the fighters.,3,14,
ANNOUNCER,NA,253,Imperial troops have entered the base. Imperial troops have entered...,2,10,
HAN,LEIA,254,Come on... that's it.,1,4,
LEIA,NA,255,Give the evacuation code signal. And get to your transports!,2,10,
HEAD CONTROLLER,NA,256,K-one-zero... all troops disengage.,1,4,
THREEPIO,"HAN, LEIA",257,Oh! Wait for me!,1,4,
OFFICER,NA,258,Begin retreat!,1,2,
SECOND OFFICER,NA,259,Fall back!,1,2,
VEERS,PILOT,260,Distance to power generators?,1,4,
PILOT,VEERS,261,"One-seven, decimal two-eight.",1,3,
VEERS,PILOT,262,Target. Maximum fire power.,1,4,
HAN,NA,263,"Transport, this is Solo. Better take off - I can't get to you. I'll get her out on the Falcon.",3,20,
HAN,LEIA,264,Come on.,1,2,
THREEPIO,HAN,265,but... but... where are you going? come back! Wait! Wait for me! Wait! Stop!,3,14,
THREEPIO,THREEPIO,266,How typical.,1,2,
HAN,THREEPIO,267,Come on.,1,2,
HAN,THREEPIO,268,"Hurry up, goldenrod, or you're going to be a permanent resident!",2,11,
THREEPIO,HAN,269,Wait! Wait!,1,2,
HAN,CHEWIE,270,How's this?,1,2,
LEIA,HAN,271,Would it helped if I got out and pushed?,2,9,
THREEPIO,HAN,272,Captain Solo. Captain Solo.,1,4,
HAN,LEIA,273,It might.,1,2,
THREEPIO,HAN,274,"Sir, might I suggest that you... It can wait.",3,9,
LEIA,HAN,275,This bucket of bolts is never going to get us past that blockade.,2,13,
HAN,LEIA,276,"This baby's got a few surprises left in her, sweetheart.",2,10,
HAN,CHEWIE,277,Come on! Come on!,1,4,
HAN,CHEWIE,278,Switch over. Let's hope we don't have a burnout.,1,9,
HAN,LEIA,279,See?,1,1,
LEIA,HAN,280,"Someday you're going to be wrong,",1,6,
LEIA,HAN,281,and I hope I'm there to see it.,1,8,
HAN,CHEWIE,282,Punch it!,1,2,
LUKE,R2D2,283,Artoo!,1,1,
LUKE,R2D2,284,Get her ready for takeoff.,1,5,
WEDGE,LUKE,285,"Good luck, Luke. See you at the rendezvous.",2,8,
LUKE,R2D2,286,"Don't worry, Artoo. We're going, we're going.",1,7,
LUKE,R2D2,287,"There's nothing wrong, Artoo. I'm just setting a new course.",2,10,
LUKE,R2D2,288,We're not going to regroup with,1,6,
LUKE,R2D2,289,the others.,1,2,
LUKE,R2D2,290,We're going to the Dagobah system.,1,6,
LUKE,R2D2,291,"Yes, Artoo?",1,2,
LUKE,R2D2,292,That's all right. I'd like to,1,6,
LUKE,R2D2,293,keep it on manual control for a,1,7,
LUKE,R2D2,294,while.,1,1,
HAN,CHEWIE,295,I saw them! I saw them!,1,6,
LEIA,HAN,296,Saw what?,1,2,
HAN,LEIA,297,"Star Destroyers, two of them, coming right at us.",2,9,
THREEPIO,HAN,298,"Sir, sir! Might I suggest...",1,5,
HAN,LEIA,299,Shut him up or shut him down!,1,7,
HAN,CHEWIE,300,Check the deflector shield.,1,4,
HAN,CHEWIE,301,"Great. Well, we can still outmaneuver them.",2,7,
IMPERIAL OFFICER,NA,302,Take evasive action!,1,3,
HAN,CHEWIE,303,Prepare to make the jump to light- speed.,2,8,
THREEPIO,HAN,304,"But, sir!",1,2,
LEIA,HAN,305,They're getting closer!,1,3,
HAN,LEIA,306,Oh yeah? Watch this.,1,4,
LEIA,HAN,307,Watch what?,1,2,
HAN,LEIA,308,I think we're in trouble.,1,5,
THREEPIO,HAN,309,"If I may say so, sir, I noticed earlier that the hyperdrive motivator has been damaged. It's impossible to go to light-speed!",4,22,
HAN,"LEIA, CHEWIE, THREEPIO",310,We're in trouble!,1,3,
HAN,CHEWIE,311,Horizontal boosters...!,1,2,
HAN,CHEWIE,312,Alluvial dampers...! Well that's,1,4,
HAN,CHEWIE,313,not it. Bring me the hydrospanners!,2,6,
HAN,CHEWIE,314,I don't know how we're going to get out of this one. Chewie!,3,13,
HAN,CHEWIE,315,That wasn't a laser blast! Something,1,6,
HAN,CHEWIE,316,hit us.,1,2,
LEIA,HAN,317,"Han, get up here!",1,4,
HAN,CHEWIE,318,"Come on, Chewie!",1,3,
LEIA,"CHEWIE, HAN",319,Asteroids!,1,1,
HAN,LEIA,320,"Oh, no!",1,2,
HAN,CHEWIE,321,"Chewie, set two-seven- one.",1,4,
LEIA,HAN,322,What are you doing? You're not actually going into an asteroid field?,3,12,
HAN,LEIA,323,"They'd be crazy to follow us, wouldn't they?",2,8,
LEIA,HAN,324,You don't have to do this to impress me.,2,9,
THREEPIO,HAN,325,"Sir, the possibility of successfully navigating an asteroid field is approximately 3,720 to one.",4,14,
HAN,THREEPIO,326,Never tell me the odds!,1,5,
THREEPIO,HAN,327,Look out!,1,2,
HAN,LEIA,328,"You said you wanted to be around when I made a mistake; well, this could be it, sweetheart.",3,18,
LEIA,HAN,329,I take it back. We're going to get pulverized if we stay out here much longer.,3,16,
HAN,LEIA,330,I'm not going to argue with that.,1,7,
THREEPIO,"LEIA, HAN",331,Pulverized?,1,1,
HAN,"LEIA, THREEPIO, CHEWIE",332,I'm going in closer to one of those big ones.,2,10,
LEIA,HAN,333,Closer?,1,1,
THREEPIO,HAN,334,Closer?!,1,1,
THREEPIO,HAN,335,"Oh, this is suicide! There's nowhere to go!",1,8,
HAN,"LEIA, CHEWIE, THREEPIO",336,There. That looks pretty good.,1,5,
LEIA,HAN,337,What looks pretty good?,1,4,
HAN,"LEIA, CHEWIE, THREEPIO",338,Yeah. That'll do nicely.,1,4,
THREEPIO,LEIA,339,"Excuse me, ma'am, but where are we going?",2,8,
LEIA,HAN,340,I hope you know what you're doing.,1,7,
HAN,LEIA,341,"Yeah, me too.",1,3,
LUKE,R2D2,342,"Yep, that's it. Dagobah.",1,4,
LUKE,R2D2,343,"No, I'm not going to change my mind about this. I'm not picking up any cities or technology. Massive life-form readings, though. There's something alive down there...",6,27,
LUKE,R2D2,344,"Yes, I'm sure it's perfectly safe for droids.",2,8,
LUKE,R2D2,345,"I know, I know! All the scopes are dead. I can't see a thing! Just hang on, I'm going to start the landing cycle...",4,24,
LUKE,R2D2,346,"No, Artoo, you stay put. I'll have a look around.",2,10,
LUKE,R2D2,347,Artoo? Artoo? Artoo! Where are you? Artoo!,2,7,
LUKE,R2D2,348,You be more careful.,1,4,
LUKE,R2D2,349,"Artoo, that way.",1,3,
LUKE,R2D2,350,Artoo!,1,1,
LUKE,R2D2,351,"Oh no, are you all right? Come",1,7,
LUKE,R2D2,352,on. You're lucky to get out of there,1,8,
LUKE,R2D2,353,Anything broken?,1,2,
LUKE,R2D2,354,"If you're saying coming here was a bad idea, I'm beginning to agree with you.",3,15,
LUKE,R2D2,355,"Artoo, what are we doing here? It's like... something",1,9,
LUKE,R2D2,356,"out of a dream, or, I don't know. Maybe I'm just going crazy.",2,13,
VADER,PIETT,357,"Yes, Admiral?",1,2,
PIETT,VADER,358,"Our ships have sighted the Millennium Falcon, lord. But... it has entered an asteroid field and we cannot risk...",4,19,
VADER,PIETT,359,"Asteroids do not concern me, Admiral. I want that ship, not excuses.",3,12,
PIETT,VADER,360,"Yes, lord.",1,2,
HAN,"CHEWIE, LEIA, THREEPIO",361,I'm going to shut down everything but the emergency power systems.,2,11,
THREEPIO,HAN,362,"Sir, I'm almost afraid to ask, but... does that include shutting me down, too?",3,14,
HAN,THREEPIO,363,"No, I need you to talk to the Falcon, find out what's wrong with the hyperdrive.",3,16,
THREEPIO,HAN,364,"Sir, it's quite possible this asteroid is not entirely stable.",2,10,
HAN,THREEPIO,365,Not entirely stable? I'm glad you're here to tell us these things.,2,12,
HAN,CHEWIE,366,"Chewie, take the professor in the back and plug him into the hyperdrive.",2,13,
THREEPIO,NA,367,"Sometimes I just don't understand human behavior. After all, I'm only trying to do my job in the most...",4,19,
LEIA,HAN,368,Let go.,1,2,
HAN,LEIA,369,Sshh!,1,1,
LEIA,HAN,370,"Let go, please.",1,3,
HAN,LEIA,371,Don't get excited.,1,3,
LEIA,HAN,372,"Captain, being held by you isn't quite enough to get me excited.",2,12,
HAN,LEIA,373,"Sorry, sweetheart. We haven't got time for anything else.",2,9,
LUKE,R2D2,374,What? Ready for some power?,1,5,
LUKE,R2D2,375,Okay. Let's see now. Put that in,1,7,
LUKE,R2D2,376,there. There you go. Now all I have to do is find this Yoda... if he even exists.,3,18,
LUKE,R2D2,377,It's a really strange place to find a Jedi master.,1,10,
LUKE,R2D2,378,This place gives me the creeps.,1,6,
LUKE,R2D2,379,Still... there's something familiar about this place.,2,7,
LUKE,R2D2,380,I don't know...I feel like...,1,5,
YODA,LUKE,381,Feel like what?,1,3,
LUKE,"YODA, R2D2",382,Like we're being watched!,1,4,
YODA,LUKE,383,"Away with your weapon! I mean you no harm. I am wondering, why are you here?",3,16,
LUKE,YODA,384,I'm looking for someone.,1,4,
YODA,LUKE,385,"Looking? Found someone, you have, I would say?",2,8,
LUKE,YODA,386,Right.,1,1,
YODA,LUKE,387,Help you I can. Yes.,1,5,
LUKE,YODA,388,I don't think so. I'm looking for a great warrior.,2,10,
YODA,LUKE,389,"Oh, a great warrior. Wars not make one great.",2,9,
LUKE,YODA,390,Put that down. Hey! That's my dinner!,2,7,
